IDTARIFAV,CODARTICULO,DESCRIPCION,REFPROVEEDOR,PBRUTO,DTO,PNETO,PBRUTO2,DTO2,PNETO2,PRICEDATE,CODALMACEN,STOCK,STOCKDATE
1,11650,TR Dorin Un Air De Paris Fruity 80ml,349514000009,46000,0,46000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11651,TR Dorin D'Or Ambre Edp 80ml,349514000039,81000,0,81000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11652,TR Dorin Un Air De Damas Jasmin 80ml,349514000012,46000,0,46000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11653,TR Dorin Un Air D'Arabie Oud 80ml,349514000015,46000,0,46000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11654,TR Dorin D'Or Rose De Taif 80ml,349514000041,81000,0,81000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11655,TR Dorin Un Air De Damas Tubereuse80,349514000014,46000,0,46000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11656,TR Dorin D'Or Tubereuse Edp 80ml,349514000037,81000,0,81000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11657,TR Dorin Un Air D'Arabie Taif Rose80,349514000018,46000,0,46000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11658,TR Dorin D'Or Oud Edp 80ml,349514000038,81000,0,81000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11659,TR Dorin Un Air D'Arabie Musk 80ml,349514000017,46000,0,46000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11660,TR Dorin D'Or Rose De Damas Rose 80m,349514000034,81000,0,81000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11661,TR Lalique Edition Speciale Edt 100m,55555586699999,29000,0,29000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11662,TR XJ 1861 Zefiro Edp 100ml,8033488153939,91500,0,91500,0,0,0,2025-01-17 12:22:04.290,RE,0,2025-09-29 09:21:32.397
1,11663,TR XJ 1861 Renaissance 100ml,8033488152598,91500,0,91500,0,0,0,2025-01-17 12:22:04.290,RE,1,2025-09-29 09:21:32.397
1,11664,TR XJ Oud Stars Zafar Edp 50ml,8033488152086,118000,0,118000,0,0,0,2025-01-17 12:22:04.290,RE,0,2025-09-29 09:21:32.397
1,11665,TR XJ Oud Stars Al Khatt Edp 50ml,8033488152055,94000,0,94000,0,0,0,2025-01-17 12:22:04.290,RE,0,2025-09-29 09:21:32.397
1,11666,TR XJ 17/17 Richwood Edp 100ml,8033488152178,328500,0,328500,0,0,0,2025-01-17 12:22:04.290,RE,2,2025-09-29 09:21:32.397
1,11667,TR XJ 17/17 Elle Edp 100ml,8033488152116,316500,0,316500,0,0,0,2025-01-17 12:22:04.290,RE,0,2025-09-29 09:21:32.397
1,11668,TR XJ Shooting Stars Amber Star 50ml,8033488153182,148500,0,148500,0,0,0,2025-01-17 12:23:23.110,RE,0,2025-09-29 09:21:32.397
1,11669,TR XJ Shooting Stars Star Musk 50ml,8033488153199,148500,0,148500,0,0,0,2025-01-17 12:23:23.110,RE,0,2025-09-29 09:21:32.397
1,11670,TR XJ Oud Stars Mamluk Edp 50ml,8033488152062,94000,0,94000,0,0,0,2025-01-17 12:22:04.290,RE,0,2025-09-29 09:21:32.397
1,11671,TR XJ Oud Stars Fars Edp 50ml,8033488152031,94000,0,94000,0,0,0,2025-01-17 12:22:04.290,RE,0,2025-09-29 09:21:32.397
1,11672,TR CD Poison Girl Edp 50ml,3348901293893,144000,0,144000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,11673,TR Azzaro Wanted Edt 50ml,3351500002669,62000,0,62000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,11674,John Varvatos Oud Edp 125ml,719346182058,81000,0,81000,0,0,0,2024-02-13 19:06:21.297,RE,0,2025-09-29 09:21:32.397
1,11675,Elie Saab Le Parfum Rose Couture Edt 90m,3423473991557,74000,50,37000,41250,20,33000,2024-09-25 21:18:03.173,RE,1,2025-09-29 09:21:32.397
1,11676,Elie Saab Le Parfum Rose Couture Edt 50m,3423473991458,62000,50,31000,32500,20,26000,2024-09-25 21:18:03.173,RE,0,2025-09-29 09:21:32.397
1,11677,Narciso Rodriguez Poudree Edp 50ml,3423478840454,51000,0,51000,51250,20,41000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11678,Narciso Rodriguez Poudree Edp 90ml,3423478840652,92000,0,92000,98666.67,25,74000,2024-02-13 13:29:02.587,RE,0,2025-09-29 09:21:32.397
1,11679,TR Narciso Rodriguez Poudree Edp 90m,3423478840669,58000,0,58000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11680,TR Elie Saab Le Parfum Rose Cout 90,3423473991564,33000,0,33000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11681,TR John Varvatos Oud Edp 125ml,719346182065,37000,0,37000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11682,TR Chanel Bleu De Chanel Edp 150ml,037373,0,0,0,0,0,0,2025-01-28 09:18:50.043,RE,0,2025-09-29 09:21:32.397
1,11686,TR Halston Z Edt 75ml,256589566636,10000,0,10000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11688,TR Kenneth Cole Reaction Collected,232569874125,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11693,TR Joop Night Flight Men Edt 125ml,0116931,9000,0,9000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11694,Mini T MuglerAlien Eau Extraordinaire6m,3439602807583,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11695,Deo Spray Azzaro Decibel 150ml,970049,17000,0,17000,0,0,0,2024-12-04 13:04:27.603,RE,0,2025-09-29 09:21:32.397
1,11696,TR Chanel No 19 Edp 100ml,3145890195331,0,0,0,175714.29,30,123000,2025-01-28 09:18:50.043,RE,0,2025-09-29 09:21:32.397
1,11697,TR Chanel Pour Monsieur Edp 75ml,3145890274524,0,0,0,0,0,0,2025-01-28 09:18:50.043,RE,0,2025-09-29 09:21:32.397
1,11698,TR Chloe Love Story Edt 75ml,3614220724171,35000,0,35000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11699,TR Chloe Edt 75ml,3614220449685,26000,0,26000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11700,TR MJ Daisy Sorbet Edt 50ml,3614220308951,18000,0,18000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11701,TR JPG Le Male Couple Collector 125m,3423474786565,53000,0,53000,0,0,0,2024-02-13 16:08:14.657,RE,0,2025-09-29 09:21:32.397
1,11702,TR JPG Classicique Couple Coll100ml,3423474725663,63000,0,63000,0,0,0,2024-12-12 10:03:22.763,RE,0,2025-09-29 09:21:32.397
1,11703,TR Kenneth Cole Reaction Connected M,123655987458,15000,0,15000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11704,TR Bvlgari Man Black Orient Edp100ml,783320971709,45000,0,45000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11705,Bvlgari Man Black Orient Edp 100ml,783320971501,43625,20,34900,43625,20,34900,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11825,TR Vera Wang Ladies Edp 100ml,3342120757,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11838,Nina Ricci Nina Luna Edt 80ml,3137370321538,43000,50,21500,40000,50,20000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11839,Valentino Donna L/Edition Edp 100ml,8411061829264,46250,20,37000,43125,20,34500,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11842,P.R Lady Million Prive Edp 80ml,3349668535446,102000,50,51000,45500,0,45500,2024-09-25 21:18:03.173,RE,0,2025-09-29 09:21:32.397
1,11843,P.R 1 Million Prive Edp 100ml,3349667000013,44000,0,44000,44000,5,41800,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11844,Armani Eau De Nuit Oud P/H Edp 100ml,3614270977817,59444.44,10,53500,47058.82,15,40000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11845,A.B Her Secret Night Edt 80ml,8411061822203,23333.33,40,14000,8500,0,8500,2024-07-24 15:16:33.853,RE,0,2025-09-29 09:21:32.397
1,11846,A.B The Secret Night Men Edt 100ml,8411061822760,14200,0,14200,14142.86,30,9900,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11847,CH Good Girl Edp 80ml,8411061818961,130000,0,130000,130000,25,97500,2025-05-15 16:07:33.383,RE,7,2025-09-29 09:21:32.397
1,11848,P.R 1 Million Prive Edp 50ml,3349668535484,72000,50,36000,29000,0,29000,2024-09-25 21:18:03.173,RE,0,2025-09-29 09:21:32.397
1,11849,CH Good Girl Edp 50ml,8411061819838,99000,0,99000,57058.82,15,48500,2024-02-10 15:04:30.780,RE,0,2025-09-29 09:21:32.397
1,11850,CH Good Girl Edp 30ml,8411061823514,46000,0,46000,45714.29,30,32000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11851,TR CH Good Girl Edp 80ml,8411061823521,104000,0,104000,0,0,0,2025-02-07 16:34:37.223,RE,1,2025-09-29 09:21:32.397
1,11852,P.R Lady Million Prive Edp 50ml,3349668535439,72000,50,36000,35500,0,35500,2024-09-25 21:18:03.173,RE,0,2025-09-29 09:21:32.397
1,11853,Nina Ricci Nina Luna Edt 50ml,3137370321521,63333.33,70,19000,0,0,0,2024-09-25 21:18:03.173,RE,0,2025-09-29 09:21:32.397
1,11854,TR Armani Eau De Nuit Oud Edp 100ml,3614270977848,37000,0,37000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11855,TR P.R 1 Million Prive Edp 100ml,3349668535675,33000,0,33000,0,0,0,2024-02-13 13:59:43.693,RE,0,2025-09-29 09:21:32.397
1,11856,TR Valentino Donna Edition Edp 100ml,8411061828335,34000,0,34000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11857,TR Nina Ricci Nina Luna Edt 80ml,3137370321552,19000,0,19000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11859,Mini P.R Lady Million Prive Edp 5ml,3349668535620,0.01,0,0.01,0,0,0,2025-01-28 16:10:03.653,RE,0,2025-09-29 09:21:32.397
1,11860,Mini P.R 1 Million Prive Edp 5ml,3349668535637,0.01,0,0.01,0,0,0,2025-01-28 16:10:03.653,RE,0,2025-09-29 09:21:32.397
1,11885,TR A.B The Secret Night Men Edt 100m,8411061823125,13000,0,13000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11886,TR A.B Her Secret Night Edt 80ml,8411061823118,13000,0,13000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11887,TR P.R Lady Million Prive Edp 80ml,3349668535644,48000,0,48000,0,0,0,2024-01-29 16:37:02.810,RE,0,2025-09-29 09:21:32.397
1,11892,Giv Gentlemen Only Absolute Edp 50ml,3274872334168,45555.56,10,41000,45058.82,15,38300,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11893,Giv Gentlemen Only Absolute Edp 100ml,3274872334229,44375,20,35500,44400,25,33300,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11894,Giv Dahlia Divin Nectar Intense Edp 75ml,3274872328877,56666.67,10,51000,47473.68,5,45100,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11895,Giv Dahlia Divin Nectar Intense Edp 50ml,3274872328860,60714.29,30,42500,59285.71,0,59285.71,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11896,TR Giv Gentlemen Only Absolute100ml,3274872334236,70500,0,70500,0,0,0,2024-02-13 11:15:33.100,RE,0,2025-09-29 09:21:32.397
1,11897,TR Giv Dahlia Divin Nectar Int 75ml,3274872328884,38500,0,38500,0,0,0,2024-02-13 11:15:33.100,RE,0,2025-09-29 09:21:32.397
1,11898,Cartier L' Envol Edp 50ml,3432240501134,107000,0,107000,117333.33,25,88000,2024-12-05 14:45:25.223,RE,0,2025-09-29 09:21:32.397
1,11899,Cartier L' Envol Edp 80ml,3432240501042,86666.67,40,52000,47500,0,47500,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11900,Cartier L' Envol Recharge Refill Edp100m,3432240501035,88333.33,40,53000,35777.78,10,32200,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11901,Cartier L' Envol Rech Refillable Edp100m,3432240501141,83333.33,40,50000,54500,0,54500,2024-07-24 15:16:33.853,RE,0,2025-09-29 09:21:32.397
1,11902,Bvlgari Rose Goldea Edp 90ml,783320502514,106000,0,106000,64500,0,64500,2025-04-07 22:57:21.660,RE,0,2025-09-29 09:21:32.397
1,11903,Versace Dylan Blue P/H Edt 100ml,8011003825745,86000,0,86000,44000,20,35200,2024-12-19 15:56:44.360,RE,5,2025-09-29 09:21:32.397
1,11904,Ferragamo Uomo Edt 100ml,8052086371804,85555.56,10,77000,105555.56,10,95000,2024-11-13 15:32:27.073,RE,4,2025-09-29 09:21:32.397
1,11905,Roberto Cavalli Uomo Edt 100ml,3614221193952,58000,0,58000,31875,20,25500,2024-02-11 14:12:44.360,RE,0,2025-09-29 09:21:32.397
1,11906,Lalique N.P L'Origine Or Intemporel 100m,7640111502678,160000,50,80000,64470.59,15,54800,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11907,TR Roberto Cavalli Uomo Edt 100ml,3614221194225,29000,0,29000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11908,TR Cartier L' Envol Edp 80ml,3432240038678,42000,0,42000,0,0,0,2025-02-07 16:34:37.223,RE,1,2025-09-29 09:21:32.397
1,11909,TR Ferragamo Uomo Edt 100ml,26007,27000,0,27000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11910,Bvlgari Rose Goldea Edp 50ml,783320502118,38400,0,38400,38352.94,15,32600,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11911,Bvlgari Man Black Cologne Edt 60ml,783320971075,34375,20,27500,27500,20,22000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11912,Ferragamo Uomo Edt 50ml,8052086371798,56666.67,10,51000,75000,20,60000,2024-11-13 15:32:27.073,RE,0,2025-09-29 09:21:32.397
1,11913,Hugo Boss The Scent Edt 200ml,737052972343,122000,0,122000,266666.67,25,200000,2024-12-05 15:26:09.623,RE,0,2025-09-29 09:21:32.397
1,11914,Alexander Mc Queen Edp 50ml,737052989334,101666.67,40,61000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11915,Alexander Mc Queen Edp 75ml,737052989372,56875,20,45500,54375,20,43500,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11916,Guerlain Aqua Flora Nymphea Edt 75ml,3346470111530,19375,20,15500,18800,25,14100,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11917,TR Lalique N.P Or Intemporel Edp100m,7640111502685,67000,0,67000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11918,TR Guerlain Aqua Alleg Lys Soleia125,3346475531654,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11919,TR Bvlgari Mon Jasmin Noir Edp 50ml,783320401112,18000,0,18000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11920,TR Guerlain Homme Intense 80ml,3346475500087,23000,0,23000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11921,TR Bvlgari Rose Goldea Edp 50ml,783320502181,23000,0,23000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11928,Mini Giv Gentlemen Only Absolute Edp 15m,3274872344891,0.01,0,0.01,0,0,0,2025-01-28 16:10:03.653,RE,0,2025-09-29 09:21:32.397
1,11941,TR Versace Dylan Blue P/H Edt 100ml,8011003825547,64500,0,64500,0,0,0,2024-12-21 13:37:43.100,RE,2,2025-09-29 09:21:32.397
1,11942,TR Valentino Uomo edtn feutre 100ml,8411061828298,0,0,0,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11943,TR Ferragamo Incanto Charms100ml,000568974123,21000,0,21000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11945,TR Armani Code Sport Edp 50ml,38401856984,21000,0,21000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11946,Clt Quickliner Eyes Stylo Violet 06,02071419261,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11949,TR Curve Cologne  Pour Homme 100ml,225856974369,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11950,Deo Stick D&G Intenso Pour Homme 75ml,737052784052,39000,0,39000,0,0,0,2024-12-04 13:08:31.550,RE,0,2025-09-29 09:21:32.397
1,11953,TR Bvlgari Rose Goldea Edp 90ml,0119531,76000,0,76000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,11955,Creed Royal Mayfair Edp 75ml,1107581811502,112000,50,56000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11956,Creed Royal Mayfair Edp 120ml,1112081811501,176000,50,88000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11957,CD Dior Homme Intense Edp 150ml,3348901001120,184000,50,92000,64500,0,64500,2024-02-28 13:46:22.463,RE,0,2025-09-29 09:21:32.397
1,11958,Fendi Furiosa Edp 50ml,3274872272156,78000,50,39000,0,0,0,2024-02-28 13:46:22.463,RE,0,2025-09-29 09:21:32.397
1,11959,Fendi Fan Di Fendi Blossom Edt 50ml,3274872269538,66666.67,70,20000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11971,Fendi Furiosa Edp 30ml,3274872272149,32222.22,10,29000,26857.14,30,18800,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11972,Fendi Fan Di Fendi Blossom Edt 75ml,3274872278356,110000,70,33000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,11973,Creed Royal Oud Edp 120ml,3508441106437,194400,0,194400,135600,25,101700,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11974,TR Fendi L'Acqarossa Elixir Edp 75ml,3274872286498,26000,0,26000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,11975,Fendi L'Acquarossa Elixir Edp 50ml,3274872286474,80000,50,40000,0,0,0,2024-02-28 13:46:22.480,RE,0,2025-09-29 09:21:32.397
1,11976,G Set Fan Di Fendi Extreme Edp 75ml,3274872290228,53500,0,53500,53529.41,15,45500,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11977,G Set Fendi L'Acquarossa Edp 75ml+BL,3274872290181,44500,0,44500,44470.59,15,37800,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11978,Tester Creed Royal mayfair,0119781,0.01,0,0.01,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11979,Hugo Boss The Scent Her Edp 100ml,730870196885,104000,0,104000,224000,25,168000,2024-12-05 15:26:09.623,RE,2,2025-09-29 09:21:32.397
1,11980,TR Hugo Boss The Scent Her Edp 100ml,730870196588,78000,0,78000,0,0,0,2024-12-06 15:18:51.897,RE,0,2025-09-29 09:21:32.397
1,11982,Sean John 3 AM Edt 100ml,811185020307,31250,20,25000,30666.67,25,23000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11983,Kenneth Cole RSVP Edt 100ml,608940556276,43333.33,40,26000,39111.11,55,17600,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11984,CK Eternity Aqua Men Edt 200ml,3607342378353,80000,30,56000,80000,50,40000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11985,Dunhill Desire Silver Men Edt 100ml,085715801814,37142.86,30,26000,30909.09,45,17000,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11986,CK Euphoria Essence Edp 100ml,3607343814454,39375,20,31500,39333.33,25,29500,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11987,CK Euphoria Essence Men Edt 100ml,3614220523767,45000,40,27000,0,0,0,2023-12-11 12:14:21.000,RE,0,2025-09-29 09:21:32.397
1,11988,E.A Green Tea Intense Edp 75ml,085805393045,25000,40,15000,0,0,0,2023-12-11 12:14:21.000,RE,0,2025-09-29 09:21:32.397
1,11989,Ferragamo Incanto Dream Edt 100ml,8032529113574,27625,20,22100,27625,20,22100,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11990,Aramis Impeccable Edt 110ml,022548219249,26250,20,21000,25625,20,20500,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11991,Kenneth Cole Mankind Ultimate Edt 100ml,608940562598,41666.67,40,25000,39111.11,55,17600,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11992,CK Eternity Purple Orchid Edp 100ml,3614220537443,26250,20,21000,25625,20,20500,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11993,E.A Green Tea Jasmine Edt 100ml,085805180010,24444.44,10,22000,18800,25,14100,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11994,E.A Green Tea Camellia Edt 100ml,085805516468,36000,50,18000,0,0,0,2024-02-28 13:46:22.480,RE,0,2025-09-29 09:21:32.397
1,11995,E.A Red Door Revealed Edp 50ml,085805012816,31111.11,10,28000,11500,0,11500,2025-04-17 11:20:56.987,RE,0,2025-09-29 09:21:32.397
1,11996,Hugo Boss Man Extreme Edp 60ml,737052987200,24500,0,24500,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11997,Hugo Boss The Scent Her Edp 50ml,730870196847,28000,0,28000,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11998,Stella Mc Cartney Edp 50ml,737052869063,22857.14,30,16000,22857.14,30,15999.998,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,11999,D&G Dolce Rosa Excelsa Edp 50ml,730870175200,86000,50,43000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,12000,Hugo Boss Woman Extreme Edp 50ml,737052987521,32000,0,32000,0,0,0,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,12001,Roberto Cavalli Uomo Edt 60ml,3614221193877,34000,0,34000,23750,20,19000,2024-02-11 14:12:44.360,RE,0,2025-09-29 09:21:32.397
1,12002,YSL Mon Paris Edp 50ml,3614270561658,104000,0,104000,65000,20,52000,2025-05-29 10:32:21.860,RE,0,2025-09-29 09:21:32.397
1,12003,YSL Mon Paris Edp 90ml,3614270561634,136000,0,136000,85000,20,68000,2025-05-29 10:32:21.860,RE,3,2025-09-29 09:21:32.397
1,12004,Armani Eau De Nuit Oud Edp 50ml,3614270977831,68333.33,40,41000,26000,0,26000,2024-01-19 12:53:09.613,RE,0,2025-09-29 09:21:32.397
1,12016,TR Ysl Mon Paris Edp 90ml,3614270561696,96000,0,96000,0,0,0,2024-02-23 12:42:11.570,RE,0,2025-09-29 09:21:32.397
1,12023,TR CK Eternity Purple Orchid Edp100m,3002152124561,12000,0,12000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12024,TR Dunhill Desire Silve Men Edt100ml,31236004335,14000,0,14000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12025,TR CK Euphoria Essence Men Edt 100ml,54653032160,23000,0,23000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12026,TR CK Euphoria Essence Ladies Edp100,42530042541,15000,0,15000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12027,TR Sean John 3a.m Edt 100ml,56561351105,15000,0,15000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12028,EsteeLauder Modern Muse LeRougeGloss 50m,887167256880,66000,50,33000,40250,20,32200,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,12029,Estee Lauder ModernMuseLe Rouge Gloss100,887167256897,90000,50,45000,55000,20,44000,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,12030,Michael Kors Wonder Lust Edp 50ml,022548366455,81000,0,81000,44500,0,44500,2024-02-11 14:05:51.033,RE,0,2025-09-29 09:21:32.397
1,12031,Aramis Voyager Edt 110ml,022548363744,95000,20,76000,0,0,0,2025-09-12 09:19:29.103,RE,0,2025-09-29 09:21:32.397
1,12032,Tom Ford Orchid Soleil Edp 100ml,888066054317,204000,50,102000,65000,20,52000,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,12054,G Set Fendi L'Acquarossa Edp 50ml+Lip Gl,3274870022944,29000,0,29000,26250,0,26250,2024-02-13 12:25:33.240,RE,0,2025-09-29 09:21:32.397
1,12055,TR Tom Ford Orchid Soleil Edp 100ml,888066054371,130000,0,130000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12056,TR Michael Kors Wonder Lust Edp 50ml,022548366554,46000,0,46000,0,0,0,2024-01-29 16:37:02.810,RE,0,2025-09-29 09:21:32.397
1,12057,TR EL Modern Muse Le Rouge Gloss,887167256808,97500,0,97500,0,0,0,2024-12-21 13:48:30.417,RE,0,2025-09-29 09:21:32.397
1,12058,TR Aramis Voyager Edt 110ml,022548364437,46000,0,46000,0,0,0,2025-02-07 16:34:37.223,RE,0,2025-09-29 09:21:32.397
1,12059,Tea Rose Edt 120ml,008952002349,25000,40,15000,0,0,0,2024-09-25 21:18:03.177,RE,0,2025-09-29 09:21:32.397
1,12060,TR Ferragamo Subtil P/H Edt 100ml,4610119252308,14000,0,14000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
1,12062,CD Jadore Voile De Parfum Edp 75ml,3348901137188,75555.56,10,68000,63733.33,25,47800,2023-12-11 12:08:04.000,RE,0,2025-09-29 09:21:32.397
1,12063,TR Ferragamo Parfum Subtil P/F100ml,23232323,14000,0,14000,0,0,0,2024-01-16 09:59:15.090,RE,0,2025-09-29 09:21:32.397
